Type	Label	Description	German Text	If	Learn	Goto	Accuracy	Mode
output	ask_FC_bayern_münchen		"Der FC Bayern München ist deutscher Rekordmeister.  / Der FC Bayern München belegt in der ewigen Tabelle der Bundesliga den ersten Platz.  / Der FC Bayern München ist jeweils Rekordsieger im DFB-Pokal und im DFL-Ligapokal.  / Der FC Bayern München ist im Profifußball der erfolgreichste deutsche Verein.  / Vor zwei Jahren gelang dem FC Bayern München mit dem Gewinn von Champions League, deutscher Meisterschaft und DFB-Pokal zum ersten Mal das sogenannte Triple.  / Auf europäischer Ebene gehört der FC Bayern München zu den fünf erfolgreichsten Vereinen.  / Der FC Bayern München gewann zweimal den Weltpokal und einmal den UEFA Super Cup.  / Mit 251.315 Vereinsmitgliedern ist der FC Bayern München der mitgliederstärkste Sportverein weltweit.  / Seit 1965 spielt der FC Bayern München ununterbrochen in der Bundesliga.  / Neben dem FC Bayern München konnten bisher nur Real Madrid und Ajax Amsterdam den Europapokal der Landesmeister dreimal in Folge gewinnen.   / Der FC Bayern München hat 3.774 offizielle Fanclubs.  / Am 21. Oktober 2014 gewann der FC Bayern München mit 7:1 gegen den AS Rom.  / Der FC Bayern München darf vier Bundesliga-Meistersterne auf dem Trikot tragen.  / Mit Franz Beckenbauer wurde der FC Bayern München zu einer der erfolgreichsten Mannschaften Europas.   / Die Heimspiele des FC Bayern München werden im Stadion an der Grünwalder Straße ausgetragen."					
output	ask_würzburg		"Würzburg ist eine kreisfreie Stadt in Bayern im Bezirk Unterfranken.  / Würzburg ist Sitz des Regierungsbezirkes Unterfranken und Bischofssitz der Diözese Würzburg.  / Die Würzburger Residenz mit Hofgarten und Residenzplatz wurde 1981 in das UNESCO-Weltkulturerbe aufgenommen.  / Im Jahr 2004 feierte Würzburg das 1300-jährige Stadtjubiläum.  / Würzburg hat 124.698 Einwohner und steht damit auf der Liste der größten Städte Bayerns an sechster Stelle hinter München, Nürnberg, Augsburg, Regensburg und Ingolstadt.  / Die Julius-Maximilians-Universität in Würzburg ist die älteste Universität Bayerns.  / Würzburg liegt zu beiden Seiten des Mains im mittleren Maintal und im sogenannten Maindreieck.  / Würzburg wurde 1934 Großstadt.  / Die Würzburger Wasserballmannschaft ist fünfmaliger deutscher Meister.  / In Würzburg wird die fränkische Mundart gesprochen und meist verstanden.  / Die Festung Marienberg ist das bekannteste Wahrzeichen Würzburgs.  / Das Würzburger Käppele wurde von Balthasar Neumann erbaut.   / Das Treppenhaus in der Würzburger Residenz wird durch ein 600 Quadratmeter großes freitragendes Gewölbe überspannt, das von Giovanni Battista Tiepolo in Fresko-Technik ausgemalt wurde.   / Die Alte Mainbrücke in Würzburg wurde von 1476 bis 1703 erbaut und zeichnet sich durch mehrere Heiligenfiguren aus.  / Als Studentenstadt besitzt Würzburg ein aktives und vielfältiges Nachtleben.  / Würzburg ist das Zentrum des Frankenweins.  / Würzburg hat seit den 1980er Jahren seine eigene Würzburger Bratwurst."					
output	ask_nürnberg		"Nürnberg ist eine kreisfreie Großstadt im Regierungsbezirk Mittelfranken des Freistaats Bayern.  / Mit fast 500.000 Einwohnern ist Nürnberg die zweitgrößte Stadt Bayerns.  / Nürnberg bildet zusammen mit den Nachbarstädten Fürth, Erlangen und Schwabach ein Ballungsgebiet, in dem etwa 1,2 Millionen Menschen leben.  / Der Name Nürnberg leitet sich von nor für steiniger Fels ab und bezeichnete den von weit her sichtbaren Keuperfels mit der Burg  / Das Große Wappen der Stadt Nürnberg zeigt auf lichtblauem Grund einen goldenen Adler mit naturfarbenem, jugendlichem Königshaupt.  / Nürnberg liegt zu beiden Seiten der Pegnitz, die etwa 80 Kilometer nordöstlich der Stadt entspringt.  / Nürnberg hat ein humides warmgemäßigtes Übergangsklima, das weder sehr kontinental noch sehr maritim ausgeprägt ist.  / Die Nürnberger Mundart zählt zur ostfränkischen Dialektgruppe.  / Mit dem Großen Freiheitsbrief machte Kaiser Friedrich II. Nürnberg 1219 zur Freien Reichsstadt.   / Viele deutsche Kaiser hielten sich in Nürnberg auf, darunter Karl IV., der 1356 in Nürnberg die Goldene Bulle erließ.   / Im Dreißigjährigen Krieg war die Gegend um Nürnberg Schauplatz eines mehrere Jahre andauernden Stellungskriegs.  / Im 19. Jahrhundert entwickelte sich Nürnberg zu einem der industriellen Zentren in Bayern.  / 1835 fuhr die erste Eisenbahn für den Personenverkehr in Deutschland von Nürnberg nach Fürth.  / Die Nürnberger Burg zählt mit ihrer Geschichte und Architektur zu den bedeutendsten Wehranlagen Europas.  / Nürnberg hat 13 Städtepartnerschaften.  / 2007 wurde Nürnberg für seine Bemühungen um den europäischen Integrationsgedanken mit dem Europapreis der Europäischen Union ausgezeichnet.  / Die Messe Nürnberg ist einer der bedeutendsten Kongress- und Messestandorte Deutschlands.  / Auf 1000 Einwohner kommen in Nürnberg durchschnittlich 582 Kraftfahrzeuge.  / Nürnberg besitzt in der Altstadt mehrere Fußgängerzonen mit einer Gesamtlänge von etwa 5700 Metern.  / Die Stadtbibliothek Nürnberg ist die älteste Stadtbibliothek im deutschen Sprachraum.  /"					
output	ask_astrophysik		"Die Astrophysik beschäftigt sich mit den physikalischen Grundlagen der Erforschung von Himmelserscheinungen und ist ein Teilgebiet der Astronomie.  / Als Erweiterung der klassischen Astronomie macht die Astrophysik große Bereiche der astronomischen Forschung aus.  / Die tatsächliche Geburtsstunde der Astrophysik wird heute von vielen Naturwissenschaftlern mit der Bestätigung des kopernikanischen Weltbilds angegeben.  / Die eigentliche Astrophysik, das heißt die Erforschung der Sterne mit physikalischen Methoden, begann 1859 in Heidelberg.  / Die Genauigkeit, die etwa bei Messungen in der Kernphysik erreicht wird, ist in der Astrophysik systematisch ausgeschlossen.   / Die Theoretische Astrophysik versucht, anhand von Modellen Himmelserscheinungen vorauszusagen oder nachzubilden.  / Lange Zeit kannte die Astrophysik so gut wie keine Laborexperimente.   / Physikalische Kosmologie ist ein Teilgebiet der Astrophysik.  / Die Erforschung der Entstehung und Evolution von Sternen ist ein Teilgebiet der Astrophysik.  / Sonnenphysik ist ist ein Teilgebiet der Astrophysik.  / Astroteilchenphysik ist ein Teilgebiet der Astrophysik.  / Die Erforschung der chemischen Evolution der Elemente ist ein Teilgebiet der Astrophysik.  / Die Erforschung der Entstehung und Entwicklung von Galaxien ist ein Teilgebiet der Astrophysik.  / Die Erforschung Schwarzer Löcher ist ein Teilgebiet der Astrophysik.  / Die Erforschung der Entstehung und Evolution von Planetensystemen ist ein Teilgebiet der Astrophysik.  / Johannes Kepler gilt als der erste Astrophysiker."					
output	ask_blue_man_group		"Die Blue Man Group ist eine Gruppe von Schauspielern und Musikern, die als drei stumme, blau maskierte Personen mit einer begleitenden Band auftreten.   / Momentan wird die Blue Man Group-Show in New York, Boston, Chicago, Las Vegas, Orlando und Berlin aufgeführt.   / Die Blue Man Group bringt Musik, Zirkusclownerie und Performance auf die Bühne, bei denen das Publikum oftmals einbezogen wird.  / Die Blue Man Group ging aus einer Gruppe junger New Yorker Performance-Künstler hervor, die sich bei einer Aktion 1987 blau anmalten.  / 1991 erhielt die Blue Man Group vom New Yorker Stadtmagazin The Village Voice den angesehenen Obie Award.  / Ihre Europapremiere und zugleich ihren ersten Auftritt außerhalb der USA hatte die Blue Man Group im Mai 2004 in Berlin.  / Die Macher der Blue Man Group Shows sagen, es sei ihr Ziel, die Zuschauer der Shows zu verbinden, so dass sie eins würden.  / Um alle Shows zu besetzen, stehen inzwischen über 40 Blue Men und etwa 60 Musiker zur Verfügung.   / 17 Millionen Zuschauer haben bisher die Shows der Blue Man Group rund um den Globus gesehen.  / Am 6. November 2010 trat die Blue Man Group bei Wetten dass in Hannover auf.  / Die Show der Blue Man Group ist von humorvoller Komik geprägt.  / In verschiedenen Showelementen der Blue Man Group ist die Kunst namhafter Maler und Bildhauer wiederzufinden.  / Die Mitglieder der Blue Man Group benötigen eine Stunde, um sich für die Show zu präparieren.  / Die Mitglieder der Blue Man Group benutzten Haarabdeckungen aus Latex.  / Die Mitglieder der Blue Man Group decken ihre Gesichter mit stark fetthaltiger, blauer Schminke ab.  / Die Blue Man Group behält während der gesamten Show das klebrige Aussehen der blauen Köpfe bei.  / Die Show der Blue Man Group dauert durchschnittlich eine Stunde und 45 Minuten ohne Unterbrechung."					
output	ask_kraftwerk		"Kraftwerk ist eine deutsche Band aus Düsseldorf, die 1970 von Ralf Hütter und Florian Schneider gegründet wurde.  / Kraftwerk ist vor allem durch Pionierarbeit auf dem Gebiet des Elektropop bekannt geworden.  / Musikstücke von Kraftwerk beeinflussten zahlreiche Musikstile und übten entscheidenden Einfluss auf die Anfänge des Hip-Hop aus.  / Die New York Times bezeichnete Kraftwerk 1997 als die Beatles der elektronischen Tanzmusik.  / Die ersten drei Kraftwerk-Alben von Hütter und Schneider waren noch teilweise akustisch und experimentell ausgerichtet.  / Ende 1976 nahm Kraftwerk mit Trans Europa Express ihr sechstes Album auf.  / Computerwelt war das achte Album von Kraftwerk und erschien 1981.   / Im Juli 1991 begann Kraftwerk eine ausgedehnte Europatour mit neu speziell entwickelten beweglichen Robotern.  / Kraftwerk meldete sich 1999 mit dem Jingle für die Expo 2000 in Hannover zurück.  / Kraftwerk veröffentlichte nach der Tour de France 2003 das Konzeptalbum Tour de France Soundtracks.  / 2005 wurde Kraftwerk für die Grammy Awards in der Rubrik Best Electronic Dance Album nominiert.  / 2012 spielte Kraftwerk acht Konzerte im Museum of Modern Art in New York.  / Kraftwerk inspirierte unzählige Künstler, darunter David Bowie, Depeche Mode und Duran Duran.  / Kraftwerk hat einen großen Einfluss in der US-amerikanischen Electro-Funk-Szene.  / Der Einfluss von Kraftwerk erstreckte sich auch auf die Detroit-Techno-Szene, die von Kraftwerks minimalistischen Arrangements stark geprägt wird.  / Das Hauptthema der Kraftwerk-Songs sind die moderne Technik und ihre Beziehung zum Menschen.  / Mit dem Albumtitel Mensch-Maschine lässt sich das Image Kraftwerks am besten beschreiben.  / Dem Personen- und Starkult setzte Kraftwerk das Konzept der Entpersonalisierung entgegen."					
output	ask_reiten		"Beim Reiten sitzt der Reiter nicht passiv auf dem Pferd, sondern geht aktiv mit der Bewegung des Pferdes mit.  / Das Pferd wird beim Reiten durch Gewichtsverlagerung, Schenkeldruck und Zügelführung dirigiert.  / Eine Besonderheit im Reitsport ist, dass es außer im Voltigierbereich keine Geschlechtertrennung gibt.  / In Deutschland gibt es schätzungsweise 1,6 Millionen Reiter.  / Springreiten ist das Überwinden von Hindernissen zu Pferde.  / Der richtige Sattel unterstützt den Reiter.   / Reiten ist heute in Industriestaaten hauptsächlich im Reitsport, der Freizeitgestaltung und im therapeutischen Reiten gebräuchlich.  / Oft wird das Wanderreiten über Reitwege geführt.  / Auch heute gibt es noch verbreitet Reiterstaffeln der Polizei sowie Kavallerieeinheiten der Armee zur Repräsentation.  / In deutschen Reitanlagen wird hauptsächlich eine Ausbildung als Dressur-, Spring und Vielseitigkeitsreiter angeboten.  / Die Gangarten Schritt, Trab und Galopp sind bei allen Reitstilen dieselben.  / Reitsättel bestehen aus einem Sattelbaum aus Holz, Stahl, Aluminium oder Fiberglas und einer Sitzfläche aus Leder oder Kunststoff.  / Der Sitz des Reiters ist die Haltung des Reiterkörpers und dessen Bewegung mit dem Pferd.  / Der als korrekt angesehene Sitz des Reiters hängt vom jeweils gerittenen Reitsystem und der ausgeübten Tätigkeit ab.  / Das Leichttraben wurde von den Engländern erfunden, um die Strapazen einer Jagd insbesondere für ungeübte Reiter leichter verkraftbar zu machen.  / Beim Leichten Sitz geht der Reiter mit dem Gesäß etwas aus dem Sattel, um den Rücken des Pferdes zu entlasten.  / Ein Satteldruck ist eine schmerzhafte Druckstelle auf der Haut beim Pferd und entsteht, wenn ein Reitsattel nicht richtig auf dem Pferderücken passt.   / Freizeitreiten und Freizeitreiter sind Sammelbegriffe für das Reiten in der freien Natur.  / Freizeitreiten bezeichnet eine spezifische Haltung dem Pferd gegenüber und einen entsprechenden Umgang mit dem Pferd."					
output	ask_karneval		"Der Kölner Karneval ist ein rheinisches Volksfest, das weltweit zu den größten und bekanntesten Karnevalsfesten zählt.  / Die Karnevalssession wird offiziell am Elften im Elften um Elf Uhr Elf auf dem Kölner Alter Markt eröffnet.  / Der offizielle Höhepunkt des Kölner Karnevals ist der am Rosenmontag stattfindende Rosenmontagszug.  / Am Karnevalssonntag finden die Kölner Schull- und Veedelszöch statt.  / Koordinierende Kraft hinter dem offiziellen Kölner Karnevalsprogramm ist das Festkomitee Kölner Karneval als organisatorischer Zusammenschluss der Kölner Karnevalsgesellschaften.   / Die französischen Besatzer untersagten den Kölner Karneval im Jahr 1795.  / Auch wenn die Karnevalssession am 11.11. des Vorjahres beginnt, ist die sogenannte Karnevalswoche die Hochzeit des närrischen Treibens.  / Über eine Million Menschen säumen den Weg des Kölner Rosenmontagszugs, der vom Chlodwigplatz durch die Kölner Innenstadt zieht.   / Am letzten Tag der Karnevalssession feiern die Jecken am Veilchendienstag noch einmal in ihren Stadtteilen.  / In Köln sorgt der Karneval pro Karnevalssession für einen durchschnittlichen Gesamtumsatz von mehr als 460 Millionen Euro.  / Als Karneval bezeichnet man die Bräuche, mit denen die Zeit vor der sechswöchigen Fastenzeit ausgelassen gefeiert wird.  / In Deutschland ist der Begriff Karneval erstmals Ende des 17. Jahrhunderts und im Rheinland erstmals im Jahr 1728 nachweisbar.  / Den Höhepunkt erreicht der Karneval in der eigentlichen Fastnachtswoche.  / Die größten Karnevals-Umzüge finden in den Karnevalszentren Köln, Mainz und Düsseldorf statt.  / In der Nacht zu Aschermittwoch um Punkt Mitternacht endet der Karneval.  / Der Karneval findet fast ausschließlich in katholischen Regionen statt.  / Zum Karneval gehören Narrenrufe, mit denen die Karnevalisten sich begrüßen oder Büttenreden abschließen.  / Die Karnevalstage gelten nicht als gesetzliche Feiertage.  / Das Kölner Karnevalsmuseum ist das größte Karnevalsmuseum in Deutschland und befindet sich im Kölner Stadtteil Braunsfeld.  / Nach der ruhigen Weihnachtszeit beginnen ab Neujahr die Karnevalssitzungen mit Auftritten von Büttenrednern und Tanz- und Musikgruppen.  / Am Karnevalssamstag starten am Nachmittag in zahlreichen Stadtteilen Karnevalsumzüge der Kölner Stadtviertel.  / Am Karnevalsfreitag finden traditionell viele Sitzungen statt.  / Jährlich prasseln während des Kölner Karnevals 330 Tonnen Bonbons, 700.000 Schokoladentafeln und 220.000 Pralinenschachteln auf die Jecken herunter."					
output	ask_thüringen		"Der Freistaat Thüringen ist ein Land der Bundesrepublik Deutschland.  / Mit rund 2,2 Millionen Einwohnern und einer Fläche von rund 16.000 Quadratkilometern gehört Thüringen zu den kleineren Ländern der Bundesrepublik. Landeshauptstadt Thüringens und zugleich größte Stadt ist Erfurt.  / Als Binnenstaat grenzt Thüringen weder ans Meer noch ans Ausland.  / Mehrere Orte im Nordwesten Thüringens nehmen für sich in Anspruch, der exakte Mittelpunkt Deutschlands zu sein.  / Thüringen weist eine hohe Dichte an Kulturstätten von nationalem und internationalem Rang auf.  / Erfolgreichste Sportler aus Thüringen sind die Oberhofer Wintersportler.  / Thüringen liegt in der Mitte Deutschlands und grenzt an die Länder Hessen, Bayern, Sachsen, Sachsen-Anhalt und Niedersachsen.  / In der Mitte des Landes liegt das flache, sehr fruchtbare Thüringer Becken.   / Die wichtigsten Flüsse Thüringens sind die Werra im Westen und die Saale im Osten.   / Thüringen liegt in der gemäßigten Klimazone Mitteleuropas bei vorherrschender Westwindströmung.  / Die natürliche Vegetation Thüringens besteht aus Wäldern.  / Die Sprachwissenschaftliche Kommission der Sächsischen Akademie der Wissenschaften zu Leipzig unterscheidet in Thüringen neun regionale Mundarten.  / Die Legislative in Thüringer ist der Landtag, der alle fünf Jahre nach dem personalisierten Verhältniswahlrecht neu gewählt wird.  / Nach der Wiedervereinigung verloren zunächst alle Städte Thüringens an Einwohnern.  / In Thüringen werden vor allem Glas, Keramik, Spielwaren, Holz und Textilien und viele Produkte aus der Metallverarbeitung hergestellt.  / In Thüringen wurde schon seit dem Mittelalter Bergbau betrieben, besonders in den Gebirgen wie dem Thüringer Wald.  / Einzige Volluniversität ist die 1558 gegründete Friedrich-Schiller-Universität in Jena mit zehn Fakultäten.  / Die touristischen Erholungsgebiete befinden sich hauptsächlich im Thüringer Wald und im Thüringer Schiefergebirge.  / Derzeit gibt es in Thüringen 498 Kilometer Autobahn.  / In Thüringen gibt es 42 Krankenhäuser mit etwa 16.000 Krankenhausbetten."					
output	ask_leipzig		"Leipzig ist eine kreisfreie Großstadt im Freistaat Sachsen.  / Leipzig ist ein Zentrum für Wirtschaft, Bildung und Kultur im mitteldeutschen Raum.  / Leipzig hat laut Einwohnerregister 551.079 Einwohner.  / Leipzig ist die größte sächsische Stadt vor Dresden und elftgrößte Stadt Deutschlands.  / Leipzig ist eines der sechs Oberzentren Sachsens und bildet mit der benachbarten Großstadt Halle den Ballungsraum Leipzig-Halle, in dem über eine Million Menschen leben.  / Mit Halle und weiteren Städten in den Ländern Sachsen, Sachsen-Anhalt und Thüringen bildet Leipzig die Metropolregion Mitteldeutschland.  / Leipzig entwickelte sich bereits während der deutschen Ostsiedlung zu einem wichtigen Handelszentrum.  / Leipzig wurde am 20. Dezember 1937 offiziell in Reichsmessestadt Leipzig umbenannt.  / Neben Frankfurt am Main ist Leipzig ein historisches Zentrum des Buchdrucks und Buchhandels.   / In Leipzig befindet sich eine der ältesten Universitäten und ältesten Hochschulen für Musik in Deutschland.  / Leipzig verfügt über eine große musikalische Tradition, die vor allem auf das Wirken von Johann Sebastian Bach und Felix Mendelssohn Bartholdy zurückgeht.  / Eines der Wahrzeichen von Leipzig ist das 1913 eingeweihte Völkerschlachtdenkmal.  / Leipzig liegt im Zentrum der Leipziger Tieflandsbucht, die den südlichsten Teil der Norddeutschen Tiefebene bildet.  / Der Höhenunterschied im Stadtgebiet Leipzig beträgt etwa 60 Meter.  / Leipzig ist seit 1992 verwaltungsmäßig in zehn Stadtbezirke gegliedert, die 63 Ortsteile enthalten.  / Leipzig liegt in der gemäßigten Klimazone und im Übergangsbereich vom ozeanischen Klima Westeuropas zum Kontinentalklima Osteuropas.  / Leipzig lag in der Markgrafschaft Meißen, die 1439 im Kurfürstentum Sachsen aufging.  / 1701 wurde in Leipzig eine Straßenbeleuchtung eingeführt.   / Im Jahre 1813 fand die Völkerschlacht bei Leipzig im Zuge der sogenannten Befreiungskriege statt.  / Als erste deutsche Fernbahnstrecke wurde 1839 die Leipzig-Dresdner Eisenbahn eröffnet.  / Der erste schriftliche Beleg Leipzigs erfolgte in der Chronik des Thietmar von Merseburg aus dem Jahr 1015."					
